movie	production_budget	domestic_gross	worldwide_gross	mpaa_rating	genre
380	The Lion King	79300000.0	421785283.0	986332275.0	G	Adventure
381	Journey 2: The Mysterious Island	79000000.0	103860290.0	318146162.0	PG	Adventure
382	Jack and Jill	79000000.0	74158157.0	150519217.0	PG	Comedy
383	A Beautiful Mind	78000000.0	170708996.0	317668058.0	PG-13	Drama
384	Cloudy with a Chance of Meatballs 2	78000000.0	119793567.0	274392649.0	PG	Adventure
385	Exorcist: The Beginning	78000000.0	41814863.0	43957541.0	R	Horror
386	The Little Prince	77500000.0	1311213.0	102029819.0	PG	Adventure
387	Despicable Me 2	76000000.0	368065385.0	975216835.0	PG	Adventure
388	2 Fast 2 Furious	76000000.0	127120058.0	236410607.0	PG-13	Action
389	The Secret Life of Pets	75000000.0	368384330.0	886767422.0	PG	Adventure
390	Independence Day	75000000.0	306169255.0	817400878.0	PG-13	Adventure
391	Sing	75000000.0	270329045.0	634547945.0	PG	Adventure
392	Despicable Me 3	75000000.0	264624300.0	1034520868.0	PG	Adventure
393	The Lost World: Jurassic Park	75000000.0	229086679.0	618638999.0	PG-13	Action
394	Ice Age: The Meltdown	75000000.0	195330621.0	651899282.0	PG	Adventure
395	Madagascar	75000000.0	193595521.0	556559566.0	PG	Adventure
396	Grown Ups	75000000.0	162001186.0	272223430.0	PG-13	Comedy
397	Shark Tale	75000000.0	161412000.0	371917043.0	PG	Adventure
398	X-Men	75000000.0	157299717.0	296872367.0	PG-13	Action
399	Wanted	75000000.0	134508551.0	342416460.0	R	Action
400	The Rock	75000000.0	134069511.0	336069511.0	R	Action
401	Christopher Robin	75000000.0	98677443.0	186977443.0	PG	Adventure
402	Inspector Gadget	75000000.0	97387965.0	97387965.0	PG	Adventure
403	Immortals	75000000.0	83504017.0	211562435.0	R	Action
404	The Terminal	75000000.0	77073959.0	218673959.0	PG-13	Drama
405	Constantine	75000000.0	75976178.0	221594911.0	R	Action
406	Monster House	75000000.0	73661010.0	141267370.0	PG	Adventure
407	Vertical Limit	75000000.0	68473360.0	213500000.0	PG-13	Action
408	Charlie Wilson's War	75000000.0	66661095.0	119512771.0	R	Drama
409	Be Cool	75000000.0	55849401.0	94944017.0	PG-13	Comedy
410	Munich	75000000.0	47379090.0	131492772.0	R	Drama
411	Killers	75000000.0	47059963.0	95572749.0	PG-13	Action
412	The Man From U.N.C.L.E.	75000000.0	45445109.0	105445109.0	PG-13	Action
413	Tears of the Sun	75000000.0	43632458.0	85632458.0	R	Action
414	Lady in the Water	75000000.0	42285169.0	72785169.0	PG-13	Drama
415	Spanglish	75000000.0	42044321.0	54344321.0	PG-13	Comedy
416	Anna and the King	75000000.0	39251128.0	39251128.0	PG-13	Drama
417	First Knight	75000000.0	37361412.0	127361412.0	PG-13	Drama
418	Sucker Punch	75000000.0	36392502.0	89758389.0	PG-13	Action
419	Hostage	75000000.0	34636443.0	77636443.0	R	Action
420	Hollywood Homicide	75000000.0	30207785.0	50409753.0	PG-13	Action
421	Titan A.E.	75000000.0	22751979.0	36751979.0	PG	Adventure
422	Flight of the Phoenix	75000000.0	21009180.0	34009180.0	PG-13	Adventure
423	Soldier	75000000.0	14623082.0	14623082.0	R	Action
424	Virus	75000000.0	14010690.0	30626690.0	R	Action
425	Monkeybone	75000000.0	5409517.0	5409517.0	PG-13	Comedy
426	Minions	74000000.0	336045770.0	1162781621.0	PG	Adventure
427	The Angry Birds Movie	73000000.0	107509366.0	352829528.0	PG	Adventure
428	Sphere	73000000.0	37068294.0	50168294.0	PG-13	Horror
429	The Simpsons Movie	72500000.0	183135014.0	527071022.0	PG-13	Adventure
430	Fool's Gold	72500000.0	70231041.0	109362966.0	PG-13	Adventure
431	Funny People	72500000.0	51855045.0	71880305.0	R	Comedy
432	The Kingdom	72500000.0	47467250.0	86509602.0	R	Action
433	Dr. Dolittle 2	72000000.0	112950721.0	176101721.0	PG	Adventure
434	Braveheart	72000000.0	75545647.0	209045244.0	R	Drama
435	Jarhead	72000000.0	62647540.0	96947540.0	R	Drama
436	Driven	72000000.0	32616869.0	54616869.0	PG-13	Action
437	The Majestic	72000000.0	27796042.0	37306334.0	PG	Drama
438	Two Brothers	72000000.0	19176754.0	62176754.0	PG	Drama
439	Doctor Dolittle	71500000.0	144156605.0	294156605.0	PG-13	Adventure
440	Shrek 2	70000000.0	441226247.0	937008132.0	PG	Adventure
441	Cars	70000000.0	244082982.0	461651246.0	G	Adventure
442	Who Framed Roger Rabbit?	70000000.0	154112492.0	351500000.0	PG	Adventure
443	xXx	70000000.0	141930000.0	267200000.0	PG-13	Action
444	Ocean’s 8	70000000.0	139377762.0	296277762.0	PG-13	Action
445	Ransom	70000000.0	136492681.0	308700000.0	R	Action
446	Inglourious Basterds	70000000.0	120774594.0	316915264.0	R	Action
447	Hook	70000000.0	119654823.0	300854823.0	PG	Adventure
448	Die Hard 2	70000000.0	117323878.0	239814025.0	R	Action
449	S.W.A.T.	70000000.0	116877597.0	207154748.0	PG-13	Action
450	Daddy’s Home 2	70000000.0	104029443.0	175809810.0	PG-13	Comedy
451	Sleepy Hollow	70000000.0	101068340.0	207068340.0	R	Horror
452	Battle: Los Angeles	70000000.0	83552429.0	213463976.0	PG-13	Action
453	AVP: Alien Vs. Predator	70000000.0	80281096.0	172543519.0	PG-13	Horror
454	War Horse	70000000.0	79883359.0	156815529.0	PG-13	Drama
455	We Were Soldiers	70000000.0	78120196.0	114658262.0	R	Drama
456	The Monuments Men	70000000.0	78031620.0	158702748.0	PG-13	Drama
457	Storks	70000000.0	72679278.0	174030321.0	PG	Adventure
458	Star Trek: Insurrection	70000000.0	70187658.0	117800000.0	PG	Adventure
459	Big Fish	70000000.0	66432867.0	123954323.0	PG-13	Drama
460	Underworld: Awakening	70000000.0	62321039.0	160379930.0	R	Action
461	The Lego Ninjago Movie	70000000.0	59281555.0	122739546.0	PG	Adventure
462	Dracula Untold	70000000.0	55991880.0	220241723.0	PG-13	Action
463	The Guardian	70000000.0	55011732.0	94973540.0	PG-13	Action
464	The Abyss	70000000.0	54243125.0	54243125.0	PG-13	Action
465	Wall Street 2: Money Never Sleeps	70000000.0	52474616.0	137431619.0	PG-13	Drama
466	The Dilemma	70000000.0	48475290.0	70546865.0	PG-13	Comedy
467	Rumor Has It	70000000.0	42996140.0	88933562.0	PG-13	Comedy
468	The Siege	70000000.0	40934175.0	116625798.0	R	Action
469	Stardust	70000000.0	38634938.0	137022245.0	PG-13	Adventure
470	Seven Years in Tibet	70000000.0	37945884.0	131445884.0	PG-13	Drama
471	The Brave One	70000000.0	36793804.0	69792704.0	R	Drama
472	I Spy	70000000.0	33561137.0	60279822.0	PG-13	Action
473	Bad Company	70000000.0	30157016.0	69157016.0	PG-13	Action
474	Doom	70000000.0	28212337.0	54612337.0	R	Horror
475	Killer Elite	70000000.0	25124986.0	65409046.0	R	Action
476	Hard Rain	70000000.0	19870567.0	19870567.0	R	Action
477	Hart's War	70000000.0	19076815.0	33076815.0	R	Drama
478	Rollerball	70000000.0	18990542.0	25852508.0	PG-13	Action
479	The Legend of Hercules	70000000.0	18848538.0	58953319.0	PG-13	Adventure
480	Ballistic: Ecks vs. Sever	70000000.0	14294842.0	14294842.0	R	Action
481	Osmosis Jones	70000000.0	13596911.0	13596911.0	PG	Adventure
482	Legends of Oz: Dorothy’s Return	70000000.0	8462347.0	20107933.0	PG	Adventure
483	Agora	70000000.0	619423.0	38992292.0	R	Drama
484	Despicable Me	69000000.0	251513985.0	543464573.0	PG	Adventure
485	Dinner for Schmucks	69000000.0	73026337.0	86796502.0	PG-13	Comedy
486	The Twilight Saga: Eclipse	68000000.0	300531751.0	706102828.0	PG-13	Drama
487	The Sum of All Fears	68000000.0	118471320.0	193500000.0	PG-13	Action
488	Ted 2	68000000.0	81476385.0	217214143.0	R	Comedy
489	Hall Pass	68000000.0	45060734.0	87173475.0	R	Comedy
490	Money Train	68000000.0	35324232.0	77224232.0	R	Action
491	Dreamcatcher	68000000.0	33685268.0	75685268.0	R	Drama
492	Mystery Men	68000000.0	29762011.0	33462011.0	PG-13	Comedy
493	The Insider	68000000.0	28965197.0	60265197.0	R	Drama
494	Downsizing	68000000.0	24449754.0	48681134.0	R	Comedy
495	Doctor Seuss' The Lorax	67500000.0	214030500.0	350976753.0	PG	Adventure
496	Abraham Lincoln: Vampire Hunter	67500000.0	37519139.0	137489730.0	R	Horror
497	Last Man Standing	67000000.0	18115927.0	18115927.0	R	Action
498	The Last Legion	67000000.0	5932060.0	25357771.0	PG-13	Action
499	The X Files: Fight the Future	66000000.0	83898313.0	189176423.0	PG-13	Action
500	Need for Speed	66000000.0	43568507.0	194169619.0	PG-13	Action
501	Saving Private Ryan	65000000.0	216335085.0	485035085.0	R	Drama
502	Lincoln	65000000.0	182207973.0	273346281.0	PG-13	Drama
503	Ice Age	65000000.0	176387405.0	386116343.0	PG	Adventure
504	Apollo 13	65000000.0	173772767.0	335802271.0	PG	Drama
505	The Matrix	65000000.0	171479930.0	463517383.0	R	Action
506	The Santa Clause 2	65000000.0	139225854.0	172825854.0	G	Adventure
507	Total Recall	65000000.0	119394839.0	261400000.0	R	Action
508	You've Got Mail	65000000.0	115821495.0	250800000.0	PG	Drama
509	Unbroken	65000000.0	115637895.0	163527824.0	PG-13	Drama
510	Spy!	65000000.0	110825712.0	233121406.0	R	Comedy
511	Due Date	65000000.0	100539043.0	211739043.0	R	Comedy
512	Step Brothers	65000000.0	100468793.0	128468793.0	R	Comedy
513	Jumanji	65000000.0	100458310.0	262758310.0	PG	Adventure
514	The Mask of Zorro	65000000.0	93828745.0	233700000.0	PG-13	Adventure
515	Space Cowboys	65000000.0	90454043.0	128874043.0	PG-13	Adventure
516	Cliffhanger	65000000.0	84049211.0	255000000.0	R	Action
517	Pete’s Dragon	65000000.0	76233151.0	137768975.0	PG	Adventure
518	Broken Arrow	65000000.0	70645997.0	148345997.0	R	Action
519	World Trade Center	65000000.0	70278893.0	163295654.0	PG-13	Drama
520	The Kid	65000000.0	69688384.0	69688384.0	PG	Comedy
521	Mona Lisa Smile	65000000.0	63803100.0	141205169.0	PG-13	Drama
522	The Dictator	65000000.0	59650222.0	180148897.0	R	Comedy
523	Eyes Wide Shut	65000000.0	55691208.0	104267443.0	R	Drama
524	Blade: Trinity	65000000.0	52397389.0	131353165.0	R	Action
525	We Are Marshall	65000000.0	43545364.0	43545364.0	PG	Drama
526	Resident Evil: Retribution	65000000.0	42345531.0	238940997.0	R	Action
527	Primary Colors	65000000.0	39017984.0	39017984.0	R	Comedy
528	Fight Club	65000000.0	37030102.0	100851705.0	R	Drama
529	Death Race	65000000.0	36316032.0	72516819.0	R	Action
530	The Long Kiss Goodnight	65000000.0	33447612.0	33447612.0	R	Action
531	Proof of Life	65000000.0	32598931.0	62761005.0	R	Action
532	Zathura	65000000.0	28045540.0	58545540.0	PG	Adventure
533	Elektra	65000000.0	24409722.0	56824633.0	PG-13	Action
534	Astro Boy	65000000.0	19551067.0	41636243.0	PG	Adventure
535	I, Frankenstein	65000000.0	19075290.0	74575290.0	PG-13	Action
536	Hudson Hawk	65000000.0	17218916.0	17218916.0	R	Action
537	Sin City: A Dame to Kill For	65000000.0	13757804.0	40650842.0	R	Action
538	Live by Night	65000000.0	10378555.0	21778555.0	R	Drama
539	Lucky Numbers	65000000.0	10014234.0	10014234.0	R	Comedy
540	Oliver Twist	65000000.0	2070920.0	26670920.0	PG-13	Drama
541	Tian jiang xiong shi	65000000.0	74070.0	122519874.0	R	Action
542	Little Man	64000000.0	58636047.0	101636047.0	PG-13	Comedy
543	Random Hearts	64000000.0	31054924.0	63200000.0	R	Drama
544	Perfume: The Story of a Murderer	63700000.0	2223293.0	133603463.0	R	Drama
545	Jurassic Park	63000000.0	395708305.0	1038812584.0	PG-13	Action
546	Austin Powers in Goldmember	63000000.0	213117789.0	296338663.0	PG-13	Comedy
547	Hop	63000000.0	108085305.0	188657593.0	PG	Adventure
548	Clear and Present Danger	62000000.0	122012656.0	207500000.0	PG-13	Action
549	U-571	62000000.0	77086030.0	127630030.0	PG-13	Action
550	The Love Guru	62000000.0	32235793.0	40159017.0	PG-13	Comedy
551	3000 Miles to Graceland	62000000.0	15738632.0	18708848.0	R	Drama
552	Blades of Glory	61000000.0	118594548.0	145594548.0	PG-13	Comedy
553	2 Guns	61000000.0	75612460.0	132493015.0	R	Action
554	Meet the Fockers	60000000.0	279167575.0	516567575.0	PG-13	Comedy
555	The Lego Movie	60000000.0	257784718.0	457729388.0	PG	Adventure
556	Wild Hogs	60000000.0	168213584.0	253555383.0	PG-13	Comedy
557	Marley & Me	60000000.0	143153751.0	247812011.0	PG	Comedy
558	The Green Mile	60000000.0	136801374.0	290701374.0	R	Drama
559	Chicken Little	60000000.0	135386665.0	310043823.0	G	Adventure
560	The Truman Show	60000000.0	125618201.0	264118201.0	PG	Drama
561	Sully	60000000.0	125070033.0	238552082.0	PG-13	Drama
562	Couples Retreat	60000000.0	109205660.0	172450423.0	PG-13	Comedy
563	Goldeneye	60000000.0	106429941.0	356429941.0	PG-13	Action
564	The Italian Job	60000000.0	106126012.0	176262839.0	PG-13	Adventure
565	Daddy Day Care	60000000.0	104148781.0	164285587.0	PG	Comedy
566	The General's Daughter	60000000.0	102705852.0	149705852.0	R	Drama
567	The Prince of Egypt	60000000.0	101413188.0	218613188.0	PG	Adventure
568	Collateral	60000000.0	100170152.0	217670152.0	R	Action
569	Cats & Dogs	60000000.0	93375151.0	200700000.0	PG	Comedy
570	Antz	60000000.0	90757863.0	152457863.0	PG	Adventure
571	The Scorpion King	60000000.0	90580000.0	165890634.0	PG-13	Action
572	Red	60000000.0	90380162.0	196439693.0	PG-13	Action
573	Starsky & Hutch	60000000.0	88200225.0	170200225.0	PG-13	Comedy
574	Days of Thunder	60000000.0	82670733.0	157670733.0	PG-13	Action
575	Cheaper by the Dozen 2	60000000.0	82571173.0	135015330.0	PG	Adventure
576	Eat Pray Love	60000000.0	80574010.0	206598789.0	PG-13	Drama
577	Jack Reacher	60000000.0	80070736.0	217370736.0	PG-13	Drama
578	The Family Man	60000000.0	75764085.0	124715863.0	PG-13	Comedy
579	Any Given Sunday	60000000.0	75530832.0	100230832.0	R	Drama
580	The Horse Whisperer	60000000.0	75383563.0	186883563.0	PG-13	Drama
581	Coraline	60000000.0	75286229.0	126037057.0	PG	Adventure
582	Ladder 49	60000000.0	74541707.0	102332848.0	PG-13	Action
583	Deep Blue Sea	60000000.0	73648228.0	165048228.0	R	Action
584	Kangaroo Jack	60000000.0	66723216.0	90723216.0	PG	Adventure
585	London Has Fallen	60000000.0	62524260.0	194094168.0	R	Action
586	The Shaggy Dog	60000000.0	61123569.0	87123569.0	PG	Comedy
587	Jingle All the Way	60000000.0	60592389.0	129832389.0	PG	Adventure
588	Hellboy	60000000.0	59623958.0	99823958.0	PG-13	Action
589	Jack Reacher: Never Go Back	60000000.0	58697076.0	160038407.0	PG-13	Action
590	Baywatch	60000000.0	58060186.0	176023296.0	R	Comedy
591	A Civil Action	60000000.0	56709981.0	56709981.0	PG-13	Drama
592	Joy	60000000.0	56451232.0	101134059.0	PG-13	Drama
593	ParaNorman	60000000.0	56003051.0	108119662.0	PG	Adventure
594	Up Close & Personal	60000000.0	51045801.0	100645801.0	PG-13	Drama
595	The Tale of Despereaux	60000000.0	50877145.0	90482317.0	G	Adventure
596	The Boxtrolls	60000000.0	50837305.0	111946251.0	PG	Adventure
597	The Tuxedo	60000000.0	50586000.0	104429625.0	PG-13	Action
598	Jack Ryan: Shadow Recruit	60000000.0	50577412.0	131377412.0	PG-13	Action
599	Under Siege 2: Dark Territory	60000000.0	50024083.0	104324083.0	R	Action
600	Alien: Resurrection	60000000.0	47795018.0	160700000.0	R	Action
601	Practical Magic	60000000.0	46850558.0	68336997.0	PG-13	Comedy
602	Gangster Squad	60000000.0	46000903.0	104100903.0	R	Drama
603	Smurfs: The Lost Village	60000000.0	45020282.0	197422438.0	PG	Adventure
604	Year One	60000000.0	43337279.0	57604723.0	PG-13	Comedy
605	Edge of Darkness	60000000.0	43313890.0	82812456.0	R	Drama
606	Star Trek: Nemesis	60000000.0	43254409.0	67312826.0	PG-13	Adventure
607	Reign of Fire	60000000.0	43061982.0	82150183.0	PG-13	Action
608	Planet 51	60000000.0	42194060.0	108996113.0	PG	Adventure
609	Invictus	60000000.0	37491364.0	124514011.0	PG-13	Drama
610	My Favorite Martian	60000000.0	36850101.0	36850101.0	PG	Comedy
611	Trouble with the Curve	60000000.0	35763137.0	47818913.0	PG-13	Drama
612	The Relic	60000000.0	33956608.0	33956608.0	R	Horror
613	Almost Famous	60000000.0	32522352.0	47371191.0	R	Comedy
614	Analyze That	60000000.0	32122249.0	54994757.0	R	Comedy
615	The Soloist	60000000.0	31853584.0	38522450.0	PG-13	Drama
616	The Legend of Bagger Vance	60000000.0	30695227.0	39235486.0	PG-13	Drama
617	Dragonfly	60000000.0	30063805.0	30063805.0	PG-13	Drama
618	First Man	60000000.0	30000050.0	55500050.0	PG-13	Drama
619	Garfield: A Tail of Two Kitties	60000000.0	28426747.0	147985373.0	PG	Adventure
620	XXX: State of the Union	60000000.0	26873932.0	71073932.0	PG-13	Action
621	Event Horizon	60000000.0	26673242.0	26673242.0	R	Horror
622	Sinbad: Legend of the Seven Seas	60000000.0	26483452.0	80767884.0	PG	Adventure
623	EDtv	60000000.0	22508689.0	35319689.0	PG-13	Comedy
624	The Spirit	60000000.0	19806188.0	39006188.0	PG-13	Action
625	The Last Castle	60000000.0	18208078.0	20541668.0	R	Drama
626	Inkheart	60000000.0	17303424.0	66655938.0	PG	Adventure
627	Supernova	60000000.0	14218868.0	14816494.0	PG-13	Action
628	Flyboys	60000000.0	13090630.0	14816379.0	PG-13	Drama
629	Winter's Tale	60000000.0	12600231.0	22468620.0	PG-13	Drama
630	Holy Man	60000000.0	12069719.0	12069719.0	PG	Comedy
631	Meet Dave	60000000.0	11803254.0	50648806.0	PG	Adventure
632	The Great Raid	60000000.0	10166502.0	10597070.0	R	Action
633	Rock Dog	60000000.0	9420546.0	24152192.0	PG	Adventure
634	Mortdecai	60000000.0	7696134.0	30396134.0	R	Adventure
635	Beyond Borders	60000000.0	4426297.0	11427090.0	R	Drama
636	Sherlock Gnomes	59000000.0	43242871.0	87750965.0	PG	Adventure
637	Deadpool	58000000.0	363070709.0	801029249.0	R	Action
638	American Sniper	58000000.0	350126372.0	547326372.0	R	Drama
639	Goosebumps	58000000.0	80069458.0	158905324.0	PG	Horror
640	Rambo III	58000000.0	53715611.0	188715611.0	R	Action
641	Red Tails	58000000.0	49876377.0	50365498.0	PG-13	Action
642	The Internship	58000000.0	44672764.0	93672764.0	PG-13	Comedy
643	The Flintstones in Viva Rock Vegas	58000000.0	35231365.0	59431365.0	PG	Adventure
644	Sex and the City	57500000.0	152647258.0	415247258.0	R	Comedy
645	Resident Evil: Afterlife	57500000.0	60128566.0	295874190.0	R	Horror
646	That's My Boy	57500000.0	36931089.0	58085235.0	R	Comedy
647	Devil's Advocate	57000000.0	61007424.0	153007424.0	R	Drama
648	Ghost Rider: Spirit of Vengeance	57000000.0	51774002.0	149217355.0	PG-13	Action
649	Dragonheart	57000000.0	51364680.0	104364680.0	PG-13	Adventure
650	After the Sunset	57000000.0	28328132.0	38329114.0	PG-13	Action
651	Captain Corelli's Mandolin	57000000.0	25528495.0	62097495.0	R	Drama
652	Anger Management	56000000.0	135560942.0	195660942.0	PG-13	Comedy
653	The Pacifier	56000000.0	113006880.0	198006880.0	PG	Comedy
654	Walking Tall	56000000.0	46213824.0	47313824.0	PG-13	Action
655	Forrest Gump	55000000.0	330151138.0	679850637.0	PG-13	Drama
656	Alvin and the Chipmunks	55000000.0	217326974.0	362605033.0	PG	Adventure
657	Meet the Parents	55000000.0	166225040.0	330425040.0	PG-13	Comedy
658	The Pursuit of Happyness	55000000.0	162586036.0	307311093.0	PG-13	Drama
659	Pocahontas	55000000.0	141579773.0	347100000.0	G	Adventure
660	Superman	55000000.0	134218018.0	300200000.0	PG	Adventure
661	The Nutty Professor	55000000.0	128814019.0	273814019.0	PG-13	Comedy
662	Fifty Shades Darker	55000000.0	114434010.0	381437482.0	R	Drama
663	Captain Phillips	55000000.0	107136417.0	220648184.0	PG-13	Drama
664	George Of The Jungle	55000000.0	105263257.0	174463257.0	PG	Adventure
665	American Wedding	55000000.0	104354205.0	126425115.0	R	Comedy
666	Murder on the Orient Express	55000000.0	102826543.0	345924923.0	PG-13	Drama
667	The Equalizer	55000000.0	101530738.0	192903624.0	R	Action
668	Fifty Shades Freed	55000000.0	100407760.0	371222158.0	R	Drama
669	Casper	55000000.0	100328194.0	282300000.0	PG	Comedy
670	Date Night	55000000.0	98711404.0	152269033.0	PG-13	Comedy
671	Crimson Tide	55000000.0	91387195.0	159387195.0	R	Action
672	Disclosure	55000000.0	83015089.0	212200000.0	R	Drama
673	City of Angels	55000000.0	78750909.0	198750909.0	PG-13	Drama
674	Paddington	55000000.0	76223578.0	258789097.0	PG	Adventure
675	R.V.	55000000.0	71724497.0	87473024.0	PG	Adventure
676	Stargate	55000000.0	71565669.0	196565669.0	PG-13	Action
677	Kill Bill: Volume 1	55000000.0	70098138.0	176469428.0	R	Action
678	Mr. Poppers's Penguins	55000000.0	68224452.0	189624452.0	PG	Adventure
679	Bowfinger	55000000.0	66458769.0	98699769.0	PG-13	Comedy
