site,Q1_age,Q2_sex,Q3_grade,Q4_hispanic,Q5_race,Q6_height_m,Q7_weight_kg,Q25_bullied_school,Q26_sad_hopeless,Q27_suicide_consider,Q28_suicide_plan,Q29_suicide_attempt,Q30_suicide_injury,Q64_sexual_identity,Q65_transgender,Q80_social_media_hours,Q81_video_game_hours,BMI
XX,6.0,2.0,3.0,2.0,A C,1.7,88.45,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,30.605536332179934
XX,5.0,1.0,1.0,2.0,C,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,
XX,4.0,1.0,1.0,2.0,C,1.68,53.52,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,18.96258503401361
XX,5.0,1.0,2.0,2.0,C,,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,
XX,6.0,2.0,3.0,2.0,C,1.8,63.5,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,19.598765432098766
XX,4.0,2.0,1.0,2.0,C,1.83,88.91,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,26.549016094837107
XX,6.0,2.0,3.0,1.0,,1.93,90.27,2.0,2.0,2.0,2.0,1.0,1.0,6.0,4.0,6.0,2.0,24.234207629735025
XX,6.0,2.0,3.0,2.0,C,1.78,77.11,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,24.337204898371418
XX,5.0,1.0,2.0,2.0,C,1.6,56.7,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,22.148437499999996
XX,4.0,1.0,1.0,2.0,C,1.5,50.35,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,22.37777777777778
XX,6.0,1.0,3.0,2.0,A C,1.68,58.97,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,20.89356575963719
XX,6.0,1.0,3.0,2.0,C,1.45,54.43,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,25.88822829964328
XX,5.0,1.0,2.0,2.0,C,1.63,47.17,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,17.753773194324214
XX,5.0,2.0,2.0,2.0,C,1.68,64.41,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,2.0,22.821003401360546
XX,5.0,2.0,3.0,2.0,C,1.83,92.99,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,27.76732658484875
XX,5.0,1.0,2.0,2.0,C,1.5,52.62,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,23.386666666666667
XX,4.0,1.0,1.0,2.0,C,1.75,61.24,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,19.996734693877553
XX,5.0,2.0,2.0,2.0,C,1.85,172.37,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,50.36376917457998
XX,6.0,2.0,3.0,1.0,C,1.83,55.79,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,16.65920152886022
XX,4.0,1.0,2.0,2.0,C,1.6,70.76,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,27.640624999999996
XX,6.0,1.0,3.0,2.0,C,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,
XX,3.0,1.0,1.0,2.0,C,1.6,76.2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,29.765624999999996
XX,5.0,1.0,2.0,2.0,C,1.68,68.04,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,3.0,1.0,24.107142857142865
XX,4.0,1.0,1.0,2.0,C,1.55,52.16,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,21.710718002081162
XX,5.0,2.0,2.0,2.0,C,1.68,97.52,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,34.55215419501134
XX,3.0,1.0,1.0,2.0,C,1.57,79.38,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,8.0,2.0,32.20414621282811
XX,6.0,2.0,3.0,2.0,C,1.73,84.37,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,28.19004978448996
XX,5.0,1.0,2.0,2.0,C,1.63,77.11,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,3.0,29.022545071323727
XX,3.0,1.0,1.0,2.0,E,1.73,50.8,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,16.973503959370507
XX,5.0,1.0,2.0,1.0,E,,,2.0,2.0,2.0,2.0,1.0,1.0,,,,,
XX,5.0,2.0,3.0,2.0,C,1.73,68.04,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,22.733803334558456
XX,4.0,2.0,1.0,2.0,E,1.75,111.13,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,36.28734693877551
XX,5.0,2.0,2.0,2.0,C,1.85,102.06,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,29.820306793279766
XX,4.0,2.0,1.0,2.0,C,1.73,59.88,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,20.007350730061145
XX,5.0,2.0,3.0,2.0,C,1.7,68.49,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,23.698961937716263
XX,6.0,1.0,3.0,2.0,C,1.6,86.18,2.0,2.0,2.0,2.0,1.0,1.0,,,,,33.66406249999999
XX,6.0,2.0,2.0,,C,,,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,,
XX,4.0,1.0,1.0,2.0,C,1.55,58.97,2.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,6.0,2.0,24.54526534859521
XX,6.0,2.0,3.0,2.0,C,1.75,56.7,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,2.0,18.514285714285716
XX,6.0,1.0,3.0,2.0,C,1.63,86.18,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,32.43629794120969
XX,5.0,2.0,2.0,2.0,C,1.85,86.64,2.0,2.0,,,3.0,3.0,4.0,3.0,5.0,3.0,25.314828341855367
XX,4.0,1.0,1.0,2.0,C,1.68,58.97,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,3.0,20.89356575963719
XX,7.0,1.0,3.0,2.0,C,1.65,117.94,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,6.0,2.0,43.32047750229569
XX,5.0,2.0,3.0,2.0,C,1.8,73.94,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,22.820987654320984
XX,5.0,2.0,2.0,2.0,CD,1.75,77.11,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,6.0,2.0,25.17877551020408
XX,5.0,2.0,1.0,2.0,C,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,3.0,
XX,4.0,2.0,1.0,2.0,C,1.75,70.31,2.0,2.0,2.0,2.0,1.0,1.0,6.0,4.0,1.0,2.0,22.958367346938775
XX,6.0,2.0,3.0,2.0,C,1.85,102.97,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,30.086194302410515
XX,5.0,2.0,3.0,2.0,C E,1.78,61.24,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,19.328367630349703
XX,4.0,2.0,2.0,1.0,B,,,2.0,2.0,2.0,2.0,1.0,1.0,6.0,4.0,,,
XX,3.0,2.0,1.0,2.0,C,1.73,63.5,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,6.0,2.0,21.216879949213137
XX,7.0,2.0,4.0,2.0,C,1.8,68.04,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,21.0
XX,4.0,2.0,2.0,2.0,A C,1.8,68.04,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,21.0
XX,6.0,1.0,3.0,2.0,C,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,
XX,5.0,1.0,2.0,2.0,C,1.57,88.45,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,3.0,35.88380867377987
XX,5.0,2.0,1.0,2.0,C,,,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,
XX,5.0,2.0,2.0,2.0,C,1.85,87.09,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,25.446311176040904
XX,4.0,1.0,1.0,2.0,C,1.65,98.88,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,36.31955922865014
XX,4.0,1.0,1.0,2.0,C,1.7,56.7,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,19.61937716262976
XX,6.0,1.0,3.0,2.0,C,1.57,82.56,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,1.0,33.49425940200414
XX,6.0,2.0,3.0,2.0,C,1.65,59.42,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,21.825528007346193
XX,5.0,2.0,2.0,2.0,C,1.75,73.03,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,8.0,2.0,23.846530612244898
XX,4.0,1.0,1.0,2.0,C,1.63,58.97,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,22.19503933155181
XX,4.0,2.0,1.0,2.0,C,1.78,111.13,2.0,2.0,2.0,2.0,1.0,1.0,,,8.0,2.0,35.074485544754445
XX,6.0,1.0,3.0,2.0,C,1.63,107.05,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,40.291316948323235
XX,6.0,2.0,3.0,2.0,C,1.93,72.58,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,19.48508684796907
XX,5.0,2.0,2.0,2.0,C,1.83,58.97,2.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,8.0,2.0,17.608767057839884
XX,4.0,2.0,1.0,2.0,C,1.7,54.43,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,18.833910034602077
XX,4.0,2.0,1.0,2.0,E,1.65,61.24,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,2.0,22.494031221303953
XX,5.0,2.0,2.0,2.0,C,1.9,86.18,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,23.87257617728532
XX,7.0,2.0,3.0,2.0,C,1.7,114.31,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,39.55363321799309
XX,5.0,1.0,2.0,2.0,C,1.65,61.24,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,22.494031221303953
XX,4.0,2.0,1.0,2.0,C,1.85,71.22,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,20.80934989043097
XX,6.0,1.0,3.0,2.0,A   E,1.55,72.12,1.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,6.0,3.0,30.018730489073878
XX,5.0,1.0,2.0,2.0,C,1.57,54.89,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,2.0,22.268651872286906
XX,4.0,2.0,1.0,2.0,C,1.75,63.5,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,8.0,3.0,20.73469387755102
XX,4.0,2.0,1.0,2.0,E,1.73,63.5,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,21.216879949213137
XX,4.0,2.0,1.0,2.0,C,1.65,49.9,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,18.328741965105603
XX,4.0,1.0,1.0,2.0,C,1.75,92.53,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,30.21387755102041
XX,4.0,1.0,1.0,2.0,C,1.63,52.16,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,19.631901840490798
XX,3.0,1.0,1.0,2.0,C,1.68,85.28,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,2.0,30.21541950113379
XX,5.0,1.0,2.0,1.0,E,1.52,58.06,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,25.129847645429365
XX,3.0,1.0,1.0,2.0,C,1.52,61.24,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,26.50623268698061
XX,3.0,1.0,1.0,2.0,C,1.52,68.04,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,6.0,2.0,29.449445983379505
XX,3.0,2.0,1.0,2.0,C,1.75,68.04,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,22.21714285714286
XX,4.0,1.0,2.0,2.0,B,1.57,48.54,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,19.692482453649234
XX,4.0,2.0,1.0,2.0,C,1.75,62.14,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,20.29061224489796
XX,4.0,1.0,1.0,2.0,C,1.65,53.98,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,19.82736455463728
XX,3.0,2.0,1.0,2.0,C,1.78,85.73,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,27.057820982199217
XX,4.0,2.0,1.0,2.0,E,1.75,61.24,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,19.996734693877553
XX,3.0,2.0,1.0,2.0,C,1.78,61.24,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,19.328367630349703
XX,4.0,2.0,1.0,2.0,E,1.85,69.4,2.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,6.0,3.0,20.277574872169467
XX,4.0,2.0,1.0,2.0,E,1.68,56.7,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,20.08928571428572
XX,4.0,1.0,1.0,2.0,C,1.7,54.43,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,18.833910034602077
XX,6.0,1.0,3.0,2.0,C,1.55,55.34,,,,,1.0,1.0,1.0,1.0,8.0,2.0,23.034339229968783
XX,4.0,2.0,1.0,2.0,C,1.83,60.78,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,18.149243035026423
XX,5.0,2.0,2.0,2.0,C,1.96,147.42,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,38.37463556851312
XX,5.0,1.0,3.0,2.0,C,1.7,58.97,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,20.40484429065744
XX,4.0,1.0,2.0,2.0,A,1.65,56.7,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,20.82644628099174
XX,5.0,2.0,2.0,2.0,A,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,
XX,5.0,2.0,2.0,2.0,A,,,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,6.0,3.0,
XX,4.0,1.0,2.0,2.0,A,1.68,54.43,2.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,19.285005668934243
XX,4.0,2.0,2.0,2.0,A,1.75,90.72,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,29.622857142857143
XX,5.0,2.0,2.0,,A,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,
XX,6.0,2.0,2.0,2.0,A,1.75,88.91,2.0,2.0,2.0,2.0,1.0,1.0,,,6.0,2.0,29.031836734693876
XX,5.0,2.0,2.0,2.0,A,1.68,61.24,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,21.697845804988667
XX,5.0,2.0,2.0,2.0,A,1.57,54.43,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,22.082031725424965
XX,5.0,1.0,2.0,2.0,A,1.63,49.9,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,3.0,18.781286461665854
XX,4.0,1.0,2.0,2.0,A,1.6,50.8,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,8.0,3.0,19.843749999999996
XX,6.0,1.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,
XX,6.0,1.0,2.0,2.0,A,1.55,58.97,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,24.54526534859521
XX,4.0,2.0,2.0,2.0,A,1.9,65.77,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,18.218836565096954
XX,5.0,2.0,2.0,2.0,A,1.75,106.6,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,34.80816326530612
XX,4.0,1.0,2.0,2.0,A,1.65,61.24,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,22.494031221303953
XX,5.0,1.0,2.0,2.0,A,1.78,81.65,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,25.7701047847494
XX,5.0,2.0,2.0,2.0,A,,,2.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,8.0,3.0,
XX,4.0,2.0,2.0,2.0,,,,1.0,2.0,1.0,2.0,2.0,3.0,,,,,
XX,6.0,2.0,2.0,2.0,A,1.68,81.65,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,3.0,28.92928004535148
XX,,2.0,2.0,2.0,A,,,2.0,2.0,2.0,2.0,,,,,,,
XX,6.0,1.0,2.0,2.0,D,,,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,
XX,3.0,2.0,1.0,2.0,A,1.65,63.5,2.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,6.0,3.0,23.32415059687787
XX,5.0,1.0,2.0,2.0,A,1.55,52.16,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,21.710718002081162
XX,7.0,1.0,4.0,2.0,A,1.6,81.65,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,2.0,31.894531249999996
XX,7.0,2.0,4.0,2.0,A,,,,,,,,,,,4.0,,
XX,4.0,1.0,1.0,2.0,A,1.57,68.04,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,27.60355389670981
XX,4.0,1.0,1.0,2.0,A,1.68,58.97,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,20.89356575963719
XX,4.0,1.0,2.0,2.0,A,1.57,51.71,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,6.0,2.0,20.978538683110877
XX,7.0,2.0,4.0,2.0,A,1.88,131.54,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,37.21706654594839
XX,7.0,2.0,4.0,1.0,A   E,1.73,67.13,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,2.0,22.429750409302013
XX,4.0,2.0,1.0,2.0,A,1.78,84.37,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,26.628582249715947
XX,3.0,2.0,1.0,2.0,A,1.78,89.36,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,,28.20350965787148
XX,5.0,1.0,2.0,2.0,A,1.45,55.79,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,8.0,1.0,26.535077288941736
XX,7.0,1.0,4.0,2.0,A,1.57,72.58,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,6.0,2.0,29.44541360704288
XX,5.0,2.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,2.0,
XX,3.0,2.0,1.0,2.0,A,1.7,63.05,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,21.816608996539795
XX,4.0,2.0,2.0,2.0,A,1.75,74.84,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,24.437551020408165
XX,6.0,2.0,4.0,2.0,A,1.78,88.45,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,27.91629844716576
XX,7.0,1.0,4.0,2.0,A,1.63,58.97,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,22.19503933155181
XX,3.0,1.0,1.0,2.0,A,1.63,61.24,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,2.0,23.049418495238815
XX,4.0,2.0,1.0,2.0,A,1.68,61.24,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,21.697845804988667
XX,4.0,1.0,2.0,2.0,A,1.63,72.58,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,27.317550528811775
XX,6.0,1.0,4.0,2.0,A,1.57,63.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.76169418637673
XX,7.0,2.0,4.0,2.0,A,1.7,65.77,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,22.757785467128027
XX,5.0,1.0,1.0,2.0,A,1.57,104.33,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,6.0,2.0,42.326260700231245
XX,4.0,1.0,1.0,2.0,A,1.63,54.89,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,20.659415107832437
XX,6.0,2.0,2.0,2.0,A,1.63,66.68,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,25.09691746019798
XX,6.0,1.0,4.0,2.0,A,1.65,54.43,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,19.99265381083563
XX,7.0,1.0,4.0,2.0,A,1.68,81.19,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,28.766298185941046
XX,3.0,2.0,1.0,,A,1.7,72.58,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,6.0,2.0,25.114186851211073
XX,3.0,1.0,1.0,2.0,A,1.7,124.74,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,43.16262975778547
XX,4.0,1.0,2.0,2.0,A,1.63,65.77,,2.0,2.0,2.0,1.0,1.0,6.0,1.0,4.0,2.0,24.754413037750762
XX,6.0,2.0,3.0,2.0,A,1.65,59.42,2.0,2.0,2.0,2.0,1.0,1.0,6.0,,7.0,2.0,21.825528007346193
XX,5.0,2.0,3.0,2.0,A,1.52,59.42,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,25.718490304709142
XX,7.0,1.0,4.0,2.0,D,1.6,70.31,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,27.464843749999996
XX,7.0,2.0,4.0,2.0,A,,,2.0,2.0,2.0,2.0,1.0,1.0,,,,,
XX,3.0,2.0,1.0,2.0,A,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,
XX,4.0,2.0,1.0,2.0,AB,1.65,53.98,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,19.82736455463728
XX,6.0,1.0,2.0,2.0,A,1.7,81.65,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,28.252595155709347
XX,4.0,2.0,1.0,2.0,A,1.68,52.16,2.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,8.0,2.0,18.480725623582767
XX,3.0,2.0,1.0,2.0,A,1.73,62.6,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,20.91616826489358
XX,6.0,2.0,2.0,2.0,A,1.8,87.09,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,26.87962962962963
XX,7.0,2.0,4.0,2.0,A,1.8,113.4,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,35.0
XX,7.0,1.0,4.0,2.0,A,1.6,50.8,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,19.843749999999996
XX,3.0,1.0,1.0,2.0,A,1.57,46.27,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,18.771552598482696
XX,4.0,2.0,1.0,1.0,D,1.65,82.1,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,30.156106519742885
XX,6.0,1.0,4.0,2.0,A,1.57,61.24,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,6.0,2.0,24.844821290924582
XX,7.0,1.0,4.0,2.0,A,1.52,40.82,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,17.667936288088644
XX,6.0,1.0,4.0,2.0,A,1.6,97.98,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,3.0,38.27343749999999
XX,3.0,2.0,1.0,2.0,A,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,,,
XX,3.0,1.0,1.0,2.0,A,,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,2.0,
XX,6.0,2.0,4.0,2.0,A,1.8,79.38,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,6.0,2.0,24.499999999999996
XX,3.0,2.0,1.0,2.0,A,1.8,92.99,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,28.700617283950614
XX,4.0,1.0,1.0,2.0,A,1.65,68.04,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,24.991735537190088
XX,5.0,2.0,2.0,2.0,A,1.85,66.23,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,3.0,19.35135135135135
XX,7.0,2.0,4.0,2.0,A,1.83,86.18,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,25.733823046373434
XX,7.0,1.0,4.0,2.0,A,1.57,83.92,2.0,1.0,1.0,1.0,2.0,3.0,6.0,1.0,4.0,2.0,34.04600592316118
XX,6.0,2.0,1.0,2.0,A,1.73,53.07,2.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,7.0,2.0,17.73196565204317
XX,3.0,1.0,1.0,2.0,A,,,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,8.0,2.0,
XX,5.0,1.0,2.0,1.0,A,1.6,49.44,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,19.312499999999996
XX,7.0,1.0,4.0,2.0,A,1.63,49.9,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,18.781286461665854
XX,4.0,1.0,1.0,2.0,A,,,2.0,1.0,2.0,2.0,,,1.0,1.0,6.0,3.0,
XX,6.0,2.0,2.0,2.0,A,1.68,49.9,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,17.67998866213152
XX,7.0,2.0,4.0,2.0,A,1.83,68.04,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,20.317119054017738
XX,6.0,1.0,4.0,2.0,A,1.63,63.05,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,23.73066355527118
XX,5.0,2.0,1.0,2.0,A,,,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,
XX,4.0,2.0,1.0,2.0,A,,,2.0,1.0,2.0,2.0,1.0,1.0,,,,,
XX,6.0,1.0,3.0,2.0,A,,,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,6.0,2.0,
