AGE,SEX,EDUC,INCTOT,PERWT
50,1,6,64000,7500
75,2,10,95700,10100
61,2,6,9100,800
53,2,10,380000,4200
49,2,11,70000,4700
65,2,6,9000,2000
63,1,10,129000,6400
41,1,10,300000,6500
30,1,10,60000,5400
53,2,7,52000,5200
76,1,6,20000,4700
58,2,7,46800,8500
40,2,0,245000,11600
75,2,7,5000,1000
67,1,6,32880,1600
48,2,8,33000,37400
73,1,6,22900,4600
39,1,6,12900,1800
82,1,6,35700,19900
68,1,6,5000,33600
61,2,6,34000,8900
28,2,8,17000,6600
68,2,6,46500,18000
47,2,7,17000,3100
67,2,6,11200,2100
43,2,6,88000,6900
60,1,6,108000,4400
45,2,10,50000,11400
29,1,6,8400,3700
69,2,8,42500,2900
82,2,6,21000,8400
59,2,6,19100,3100
27,2,7,48000,8400
65,2,6,50000,4900
45,1,8,90000,6900
51,2,10,105000,3800
46,1,11,301000,5800
83,2,11,31800,1200
62,1,10,60000,15500
72,2,11,29500,5300
25,2,10,53000,7100
28,2,10,36400,4600
56,2,11,90000,21800
75,2,6,27800,8600
75,1,8,74800,2700
27,2,7,44200,8900
74,2,10,50600,4000
41,2,10,17700,4800
42,2,8,27000,20400
35,1,11,160000,40300
54,2,10,12000,5700
61,1,11,265150,8500
47,1,5,400,3000
40,1,11,261350,8000
29,2,7,13300,3500
43,1,6,100000,29100
51,2,6,22000,7200
25,1,6,9000,12100
28,1,6,37000,8200
66,2,11,17500,18300
50,1,6,93000,5800
62,2,6,10800,10200
43,1,6,41000,8500
64,1,6,68000,4500
45,2,8,35000,6000
58,1,10,120000,39200
34,2,4,500,4600
70,2,7,20000,12700
64,1,4,16000,4500
77,2,11,29300,6700
40,1,6,19200,59800
78,2,6,23500,6100
25,2,6,24000,1900
58,2,11,305000,6700
62,2,6,15500,15500
81,2,10,16400,13100
74,2,3,7300,3600
78,2,10,51500,5100
48,2,6,31000,29200
71,2,10,28900,7600
48,2,6,4500,7400
69,2,8,12000,10500
42,1,10,135000,26500
95,2,8,1600,1900
66,2,6,12000,4700
43,1,8,70000,12800
40,1,6,14000,800
44,1,6,86000,17500
68,2,6,48000,8700
64,2,6,32000,1200
56,1,10,99000,3300
39,2,7,44300,14100
80,2,7,22000,8200
49,1,6,1500,9400
30,1,4,72000,1200
62,2,8,14000,9100
79,2,11,26000,9500
69,1,6,200000,2500
31,2,10,49300,8700
50,2,6,106000,4800
54,1,6,125000,9600
43,1,7,300,3900
37,2,6,16700,1300
66,2,6,18000,7500
67,2,7,16500,2600
28,2,11,17800,7100
38,2,7,20000,2500
50,2,11,27600,3000
80,2,6,18000,5900
52,1,11,200000,23000
68,2,11,16700,2500
66,2,6,39200,15000
41,1,11,122000,5800
44,1,6,150000,5500
81,2,6,7400,2900
72,2,11,45700,7100
69,2,10,66000,5800
90,2,6,31200,2300
49,2,7,24000,35100
46,1,10,60000,10200
68,2,8,2600,15800
44,1,8,21000,3000
36,2,7,25600,5800
31,2,11,105000,11300
91,2,1,8500,31600
55,1,6,60000,4800
67,2,7,72000,8500
70,1,6,15900,4500
46,1,11,240000,5000
34,2,8,10000,7900
34,1,10,56000,7000
40,1,10,90000,20200
51,1,7,75000,7300
38,2,7,41000,31200
73,1,8,41100,4400
58,2,6,28000,4600
61,1,11,3620,5400
67,2,6,23100,2900
59,2,6,95000,16300
83,1,7,40000,3200
28,2,11,50000,5100
54,2,10,10000,3800
39,1,7,85000,6600
75,2,6,23300,30400
80,2,6,48800,8300
27,1,6,37800,3300
43,1,10,36000,4500
68,1,6,17200,3500
55,2,11,100000,3400
63,1,6,18000,53200
72,1,6,17000,5200
65,1,10,110000,6800
65,1,7,40000,6200
37,2,11,589000,8000
51,2,11,86000,4300
70,2,6,12000,4200
28,2,6,15000,4100
61,1,10,160000,3500
27,1,10,75000,8700
88,2,6,38800,5800
47,1,10,200000,5100
73,2,6,44300,2600
39,1,7,52000,31500
49,1,10,242000,15100
78,2,6,2300,13700
76,1,11,127000,5800
63,2,6,38000,10600
87,2,7,43800,1100
47,2,7,12000,9100
84,2,8,74300,5400
84,2,2,11100,5200
70,2,6,25000,4000
27,2,6,16000,16200
44,2,8,36400,11200
34,1,10,149000,15000
65,2,11,16200,17600
47,1,6,68000,4900
82,1,11,82900,10800
37,1,6,240000,5600
76,2,7,64600,6000
56,2,11,35950,2000
51,1,8,40000,6600
50,1,3,25000,8400
71,2,11,34800,27600
77,1,6,9600,1000
70,2,10,50200,9200
37,1,6,55600,11300
42,2,6,52000,4500
74,1,6,20100,7000
66,1,10,47980,700
34,2,10,55000,6100
69,2,6,7200,1600
56,2,6,33000,7400
31,2,6,6300,12900
78,2,10,12500,7300
28,1,7,98000,5400
56,2,11,175000,2000
64,1,10,75000,2200
31,2,11,55000,7000
34,2,11,117000,9500
65,2,6,46000,8900
27,1,6,31000,14100
42,2,11,75000,6300
79,2,7,31200,5600
53,2,8,50000,2900
30,1,6,16000,11800
78,1,8,74100,4700
61,1,6,70000,6900
39,2,10,25000,9700
25,2,10,123000,23400
68,1,6,140900,5300
69,1,7,13600,600
48,1,6,85000,14500
59,1,6,15000,19400
79,2,11,118100,7500
27,1,6,36000,1000
38,2,8,25000,27700
30,2,6,30000,18700
60,1,6,16000,10000
51,1,8,49000,3400
64,2,11,7800,4700
29,1,10,80100,21300
59,1,4,11100,5100
59,1,11,150000,6700
58,2,6,50000,18600
51,2,6,40000,12300
43,1,4,40000,3100
48,2,11,900,1700
61,1,6,65000,3800
30,2,11,132000,4100
41,1,10,130000,5800
69,1,10,12000,18300
27,2,11,25000,18500
77,2,10,86800,7700
70,2,6,3300,7400
36,1,11,578000,7000
59,1,7,70700,7700
54,2,6,20000,6600
50,2,7,80000,3500
57,2,6,33000,6800
37,1,10,164600,12000
83,1,6,29600,5400
46,2,7,12500,8400
78,2,7,30700,4800
71,2,7,31400,4800
81,2,6,4800,4700
63,2,4,7700,3100
66,1,6,33000,1100
52,1,10,180000,15500
58,2,6,64000,11000
65,1,10,200000,3500
75,2,6,18000,11900
62,1,6,20700,5800
63,1,11,24600,5800
92,1,11,20400,100
66,1,6,96000,3600
66,2,11,20400,4100
70,1,7,117000,9800
25,2,7,2000,17700
66,1,7,93000,9600
68,1,6,143700,6800
61,1,11,40000,9100
61,1,2,180000,5700
50,1,8,12000,18200
69,2,4,18000,10700
27,2,7,24000,12500
39,1,10,115000,4800
50,1,6,300,4600
25,1,6,10800,4500
71,1,6,55800,6900
54,2,11,90000,4800
67,1,6,1700,7800
39,2,10,55000,22500
26,1,10,8000,25100
51,2,11,250000,5700
31,1,6,67000,7800
69,2,6,19800,7800
45,1,11,566000,21600
36,1,10,16900,9100
61,1,6,11000,2800
72,2,6,196000,3700
38,2,11,100000,23100
52,1,6,36000,6500
59,2,6,300,13600
95,2,11,49000,3800
35,2,6,170000,20800
68,2,6,11300,2300
74,2,6,9000,3700
39,1,10,100000,5500
49,1,5,2100,6600
82,1,11,68000,1900
66,1,6,76000,9600
27,2,10,72000,1200
65,2,11,52900,5800
38,2,11,100000,14900
53,1,11,168000,10400
62,1,10,121300,3000
42,2,10,32000,7900
58,1,6,49000,20300
56,1,10,71000,3900
25,2,6,33000,9700
68,2,6,11200,7300
59,1,0,1200,9300
36,1,6,58000,2900
30,1,6,40000,16000
31,2,6,30000,5900
34,2,10,40000,5400
76,1,7,52500,2100
61,1,6,18000,8300
95,1,6,83200,2500
43,1,3,20000,19400
33,1,10,110000,21800
57,1,7,6200,9500
65,1,11,91000,3800
56,2,7,79000,6000
43,2,11,92000,26400
60,2,6,11000,20600
53,2,10,50000,6500
26,2,11,296000,5800
58,2,10,80000,5700
48,1,11,130300,3200
50,1,10,99000,7700
82,2,6,14400,1300
65,1,10,30820,5600
61,2,10,35100,6700
69,2,6,26700,17500
94,2,6,25700,9100
89,1,10,47700,5000
30,2,6,35000,22900
53,2,11,118000,6500
69,2,6,10600,5100
52,2,11,280000,7000
34,2,11,175000,8800
34,2,7,56000,7900
45,2,11,100000,9200
40,2,6,4000,500
